TransactionID,CustomerID,TransactionAmount,TransactionDate,MerchantCategory
172,19,36.787606539366365,2022-06-21,Clothing
173,20,106.01764627592694,2022-06-22,Electronics
174,20,79.49877575893058,2022-06-23,Dining
175,20,101.65451946855666,2022-06-24,Entertainment
176,20,44.57063422453973,2022-06-25,Clothing
177,20,155.12820602650402,2022-06-26,Clothing
178,20,174.01687330703015,2022-06-27,Entertainment
179,20,126.09467799969804,2022-06-28,Electronics
180,21,189.90506454803867,2022-06-29,Dining
181,21,77.6359739594678,2022-06-30,Clothing
182,21,104.87305260730793,2022-07-01,Electronics
183,21,126.94374058718668,2022-07-02,Clothing
184,21,110.27855733621416,2022-07-03,Dining
185,21,82.36891501221292,2022-07-04,Electronics
186,22,86.53928815778592,2022-07-05,Electronics
187,22,166.87512106092922,2022-07-06,Clothing
188,22,92.24475594139912,2022-07-07,Dining
189,22,151.16057995424805,2022-07-08,Dining
190,22,90.0274111453105,2022-07-09,Entertainment
191,22,150.75170471127933,2022-07-10,Dining
192,22,96.83622911676407,2022-07-11,Dining
193,22,122.18946846074448,2022-07-12,Dining
194,22,67.50682189086818,2022-07-13,Clothing
195,22,104.76896981319491,2022-07-14,Electronics
196,22,67.98641550284549,2022-07-15,Clothing
197,22,76.73660599233432,2022-07-16,Electronics
198,22,79.68967145783584,2022-07-17,Electronics
199,23,85.8479191684502,2022-07-18,Grocery
200,23,142.9192375967633,2022-07-19,Electronics
201,23,75.34593814543817,2022-07-20,Entertainment
202,23,99.88288806276458,2022-07-21,Electronics
203,23,150.96965660474496,2022-07-22,Electronics
204,23,121.03965272878915,2022-07-23,Electronics
205,23,37.19630570275274,2022-07-24,Entertainment
206,23,43.950363202042546,2022-07-25,Entertainment
207,23,111.21565426222685,2022-07-26,Grocery
208,23,73.55439598582069,2022-07-27,Electronics
209,23,40.84670045590628,2022-07-28,Entertainment
210,23,71.02938386199989,2022-07-29,Clothing
211,23,113.10987784677094,2022-07-30,Grocery
212,23,79.27461813522685,2022-07-31,Dining
213,23,95.49891212330212,2022-08-01,Dining
214,23,82.62623890211856,2022-08-02,Entertainment
215,23,66.35381403874635,2022-08-03,Entertainment
216,24,103.84269620807692,2022-08-04,Entertainment
217,24,38.618231684975115,2022-08-05,Entertainment
218,24,62.35439303507598,2022-08-06,Dining
219,24,131.30243380700824,2022-08-07,Clothing
220,24,44.66650839337076,2022-08-08,Electronics
221,24,93.30621475832545,2022-08-09,Dining
222,25,76.36655131901425,2022-08-10,Dining
223,25,72.97116357935478,2022-08-11,Electronics
224,25,136.94028499462468,2022-08-12,Entertainment
225,25,148.9999413518333,2022-08-13,Entertainment
226,26,55.12319944363501,2022-08-14,Electronics
227,26,86.17459296207221,2022-08-15,Entertainment
228,26,33.2551870241487,2022-08-16,Entertainment
229,26,133.46597323599218,2022-08-17,Clothing
230,26,91.07398959378386,2022-08-18,Entertainment
231,26,43.10673365166859,2022-08-19,Entertainment
232,26,63.82265364502133,2022-08-20,Entertainment
233,26,52.70241734303421,2022-08-21,Electronics
234,27,62.057280316884025,2022-08-22,Dining
235,27,34.97934296859326,2022-08-23,Entertainment
236,27,166.06988753472348,2022-08-24,Dining
237,27,56.164528226948946,2022-08-25,Electronics
238,27,93.20379389968318,2022-08-26,Clothing
239,27,112.6416570074929,2022-08-27,Dining
240,27,149.0955370222018,2022-08-28,Entertainment
241,27,94.68688730488586,2022-08-29,Entertainment
242,27,82.03770172429542,2022-08-30,Electronics
243,28,96.51713223550489,2022-08-31,Grocery
244,28,54.96892074914392,2022-09-01,Electronics
245,29,57.18501827328002,2022-09-02,Dining
246,29,81.14820110826919,2022-09-03,Electronics
247,29,28.451903283657956,2022-09-04,Entertainment
248,29,67.03305456576678,2022-09-05,Dining
249,29,74.16103706702937,2022-09-06,Electronics
250,29,202.83901426683707,2022-09-07,Clothing
251,29,157.7413829376423,2022-09-08,Dining
252,30,112.45654573513335,2022-09-09,Clothing
253,30,134.96604798522344,2022-09-10,Clothing
254,30,56.946506973342814,2022-09-11,Dining
255,30,97.7079349459188,2022-09-12,Electronics
256,30,127.50685362624492,2022-09-13,Electronics
257,30,57.202064360785265,2022-09-14,Dining
258,30,44.016707200817066,2022-09-15,Clothing
259,30,107.12508078456965,2022-09-16,Electronics
260,30,46.57867405748369,2022-09-17,Dining
261,31,117.10953561256062,2022-09-18,Grocery
262,31,147.9502305164304,2022-09-19,Electronics
263,31,58.103790287957146,2022-09-20,Entertainment
264,31,60.31441710771829,2022-09-21,Dining
265,31,145.99993249163535,2022-09-22,Dining
266,31,94.9218188497248,2022-09-23,Electronics
267,31,137.3096438505918,2022-09-24,Entertainment
268,31,82.54164254615915,2022-09-25,Clothing
269,31,85.44435941980048,2022-09-26,Electronics
270,31,93.79098040445783,2022-09-27,Electronics
271,31,184.07342674813157,2022-09-28,Electronics
272,31,132.52032009343804,2022-09-29,Clothing
273,31,65.97123468384657,2022-09-30,Grocery
274,31,100.9289938163877,2022-10-01,Grocery
275,31,79.86452910337643,2022-10-02,Grocery
276,31,72.9705395762407,2022-10-03,Entertainment
277,31,115.63760263070526,2022-10-04,Grocery
278,31,105.18349263926385,2022-10-05,Entertainment
279,32,58.43406287410694,2022-10-06,Grocery
280,32,93.89846417858614,2022-10-07,Clothing
281,32,71.90982951989696,2022-10-08,Entertainment
282,32,112.36169985403805,2022-10-09,Entertainment
283,32,70.40301839510883,2022-10-10,Entertainment
284,32,85.68557286058459,2022-10-11,Entertainment
285,32,73.9190055259588,2022-10-12,Dining
286,33,37.89635394828489,2022-10-13,Dining
287,33,179.94417929796379,2022-10-14,Dining
288,33,93.42621501366038,2022-10-15,Dining
289,33,182.76773764095884,2022-10-16,Clothing
290,33,95.36237169397046,2022-10-17,Entertainment
291,33,124.92873607254032,2022-10-18,Dining
292,33,68.06786571986784,2022-10-19,Entertainment
293,33,68.88170689360507,2022-10-20,Clothing
294,33,91.05191339887256,2022-10-21,Grocery
295,33,182.02828258138848,2022-10-22,Electronics
296,33,59.433272036084375,2022-10-23,Entertainment
297,34,33.188076866877736,2022-10-24,Grocery
298,34,144.48956337095728,2022-10-25,Dining
299,34,128.36635578607857,2022-10-26,Entertainment
300,34,75.88684426724252,2022-10-27,Dining
301,34,213.60614319258192,2022-10-28,Clothing
302,34,217.82524979669458,2022-10-29,Grocery
303,34,36.515945199573494,2022-10-30,Dining
304,34,67.30873253562424,2022-10-31,Grocery
305,35,90.751636593054,2022-11-01,Electronics
306,35,110.98969085499475,2022-11-02,Grocery
307,35,103.57959629807333,2022-11-03,Electronics
308,35,93.26543145104431,2022-11-04,Clothing
309,35,55.07884697509013,2022-11-05,Dining
310,35,117.21768236027314,2022-11-06,Entertainment
311,35,120.19992433779181,2022-11-07,Clothing
312,35,139.94967918186302,2022-11-08,Dining
313,35,51.30937029248213,2022-11-09,Grocery
314,36,84.16213582696949,2022-11-10,Electronics
315,36,74.15481642916659,2022-11-11,Dining
316,36,50.83417535491816,2022-11-12,Grocery
317,36,83.54586770169989,2022-11-13,Grocery
318,36,56.43592344050212,2022-11-14,Grocery
319,36,46.695416541783594,2022-11-15,Dining
320,36,129.10656830296176,2022-11-16,Dining
321,36,75.69626014447066,2022-11-17,Grocery
322,36,65.75900300363503,2022-11-18,Clothing
323,36,155.15938641362197,2022-11-19,Dining
324,36,121.81032101903196,2022-11-20,Electronics
325,36,31.318600057591656,2022-11-21,Entertainment
326,36,111.31776874615007,2022-11-22,Electronics
327,36,111.07982835991855,2022-11-23,Electronics
328,36,81.93676171377477,2022-11-24,Electronics
329,36,80.50180699167343,2022-11-25,Entertainment
330,36,40.20039819085852,2022-11-26,Grocery
331,37,212.4869142360314,2022-11-27,Electronics
332,37,83.39615471047225,2022-11-28,Grocery
333,37,108.60846276895869,2022-11-29,Clothing
334,37,85.54150786109525,2022-11-30,Entertainment
335,37,66.28144735607879,2022-12-01,Electronics
336,37,133.55538183210442,2022-12-02,Grocery
337,37,99.53802863619788,2022-12-03,Clothing
338,37,83.7231168848743,2022-12-04,Clothing
339,37,108.08504511867953,2022-12-05,Entertainment
340,37,89.2023894532239,2022-12-06,Grocery
341,37,188.3902155993448,2022-12-07,Grocery
342,37,131.5336914277972,2022-12-08,Entertainment
343,37,116.00295150720946,2022-12-09,Grocery
344,37,42.689184893863235,2022-12-10,Grocery
345,37,117.81216015765807,2022-12-11,Grocery
346,37,116.50183315382586,2022-12-12,Dining
347,37,56.92773453452575,2022-12-13,Dining
348,37,42.187293878683015,2022-12-14,Electronics
349,38,129.1290786919101,2022-12-15,Clothing
350,38,136.3323504826522,2022-12-16,Grocery
351,38,69.05134090564664,2022-12-17,Dining
352,39,67.5831854445343,2022-12-18,Grocery
353,39,98.7629194791372,2022-12-19,Electronics
354,39,75.58127682436738,2022-12-20,Dining
355,39,41.712213906845285,2022-12-21,Electronics
356,39,56.612775649351875,2022-12-22,Electronics
357,39,106.82989145772568,2022-12-23,Dining
358,39,58.17227347831359,2022-12-24,Electronics
359,39,139.4004627243422,2022-12-25,Grocery
360,39,115.66096804805836,2022-12-26,Entertainment
361,39,108.75636468925947,2022-12-27,Electronics
362,39,97.8288091617518,2022-12-28,Electronics
363,40,64.8622306819328,2022-12-29,Grocery
364,40,122.74223326346976,2022-12-30,Dining
365,40,63.98288410006204,2022-12-31,Clothing
366,40,142.87445869716822,2023-01-01,Electronics
367,40,175.09486642139632,2023-01-02,Dining
368,40,99.27121022162902,2023-01-03,Grocery
369,40,164.71616923967116,2023-01-04,Entertainment
370,40,56.996040659211545,2023-01-05,Electronics
371,40,116.24126935956167,2023-01-06,Entertainment
372,40,92.19607939704453,2023-01-07,Grocery
373,40,130.11835391547746,2023-01-08,Clothing
374,40,32.28265520068176,2023-01-09,Electronics
375,40,126.67954523480981,2023-01-10,Electronics
376,40,67.8015513806007,2023-01-11,Electronics
377,40,94.27394370891191,2023-01-12,Electronics
378,40,210.82881015384095,2023-01-13,Entertainment
379,40,117.98168462199634,2023-01-14,Clothing
380,40,111.10234339049123,2023-01-15,Grocery
381,41,107.08118173160327,2023-01-16,Grocery
382,41,149.52768550361588,2023-01-17,Entertainment
383,41,132.10632110333984,2023-01-18,Dining
384,41,107.61355224280499,2023-01-19,Clothing
385,41,101.69715373161607,2023-01-20,Clothing
386,41,98.67012977089146,2023-01-21,Dining
387,41,89.9026401895922,2023-01-22,Grocery
388,42,50.88463809373363,2023-01-23,Electronics
389,42,116.85637594679646,2023-01-24,Entertainment
390,42,70.99594411794317,2023-01-25,Dining
391,42,84.97487400799378,2023-01-26,Electronics
392,42,136.08598505135038,2023-01-27,Dining
393,42,90.86806507680222,2023-01-28,Grocery
394,42,87.66980359457048,2023-01-29,Clothing
395,42,99.40655990230727,2023-01-30,Dining
396,42,80.0261337642823,2023-01-31,Entertainment
397,42,208.764593997406,2023-02-01,Entertainment
398,42,195.7389969195993,2023-02-02,Dining
399,43,193.427780906779,2023-02-03,Entertainment
400,43,107.24063342803476,2023-02-04,Clothing
401,43,68.88451607601799,2023-02-05,Clothing
402,43,137.71994277851456,2023-02-06,Dining
403,43,80.31111399035,2023-02-07,Dining
404,43,143.11517125672998,2023-02-08,Electronics
405,43,67.37458185652034,2023-02-09,Clothing
406,43,110.70165353984191,2023-02-10,Clothing
407,44,152.11713196071227,2023-02-11,Entertainment
408,44,82.38254022517062,2023-02-12,Clothing
409,44,82.24599333952769,2023-02-13,Electronics
410,44,44.37469599149991,2023-02-14,Entertainment
411,44,68.35317687916186,2023-02-15,Grocery
412,44,106.30501836622601,2023-02-16,Entertainment
413,44,113.53771079029394,2023-02-17,Grocery
414,44,120.95415922366294,2023-02-18,Clothing
415,45,36.00322492309591,2023-02-19,Entertainment
416,45,80.48820721096254,2023-02-20,Dining
417,45,47.036379338099664,2023-02-21,Entertainment
418,45,103.91807915405208,2023-02-22,Dining
419,45,40.23002476887741,2023-02-23,Entertainment
420,45,53.859118033457854,2023-02-24,Entertainment
421,45,131.1010155325428,2023-02-25,Electronics
422,46,72.07327920029748,2023-02-26,Clothing
423,46,165.34228009551617,2023-02-27,Grocery
424,46,122.3681649600865,2023-02-28,Grocery
425,46,82.5953995272086,2023-03-01,Clothing
426,46,140.2889479874727,2023-03-02,Grocery
427,46,85.83778689904277,2023-03-03,Electronics
428,46,127.7870291612247,2023-03-04,Clothing
429,46,66.77029040869715,2023-03-05,Entertainment
430,47,143.91602904820627,2023-03-06,Grocery
431,47,42.17802145249314,2023-03-07,Dining
432,47,53.820204686846715,2023-03-08,Entertainment
433,47,58.37253015956222,2023-03-09,Entertainment
434,47,70.11869377786611,2023-03-10,Entertainment
435,47,108.00501960637635,2023-03-11,Clothing
436,47,93.08436855629536,2023-03-12,Dining
437,48,128.44062260387975,2023-03-13,Electronics
438,48,153.06116145597872,2023-03-14,Entertainment
439,48,39.81187950727351,2023-03-15,Entertainment
440,48,161.26784027528657,2023-03-16,Dining
441,48,84.96966929360106,2023-03-17,Dining
442,48,191.738096816594,2023-03-18,Clothing
443,48,65.3698146900225,2023-03-19,Grocery
444,49,33.917136168924266,2023-03-20,Electronics
445,49,122.98239619668595,2023-03-21,Grocery
446,49,119.58298756226652,2023-03-22,Electronics
447,49,54.52324854031381,2023-03-23,Dining
448,49,57.220833558329794,2023-03-24,Grocery
449,49,132.70956161620347,2023-03-25,Dining
450,49,110.33455789851764,2023-03-26,Electronics
451,49,81.07485032354953,2023-03-27,Electronics
452,49,115.33050652366717,2023-03-28,Dining
453,49,105.45325026024724,2023-03-29,Grocery
454,50,60.189473163327776,2023-03-30,Grocery
455,50,137.12322928431178,2023-03-31,Grocery
456,50,125.40875452203038,2023-04-01,Grocery
457,50,94.04825612829757,2023-04-02,Entertainment
458,50,132.7482119299248,2023-04-03,Entertainment
459,50,202.47709408478354,2023-04-04,Electronics
460,50,56.88975893295324,2023-04-05,Clothing
461,50,82.76378396074121,2023-04-06,Electronics
462,50,84.65519206808898,2023-04-07,Electronics
463,50,131.45590787044299,2023-04-08,Clothing
464,50,69.7115251491273,2023-04-09,Dining
465,50,128.198998709426,2023-04-10,Grocery
466,50,73.6116440757283,2023-04-11,Grocery
467,50,53.69683017606832,2023-04-12,Clothing
468,51,96.57448909420579,2023-04-13,Dining
469,51,72.86080959789794,2023-04-14,Clothing
470,51,100.92321646599177,2023-04-15,Grocery
471,51,111.81915940356626,2023-04-16,Electronics
472,52,41.32910913743149,2023-04-17,Clothing
473,52,76.81849524157718,2023-04-18,Electronics
474,52,96.61051797803248,2023-04-19,Electronics
475,52,133.0002158514105,2023-04-20,Entertainment
476,52,125.81895023226502,2023-04-21,Grocery
477,52,62.65928207269156,2023-04-22,Entertainment
478,52,86.57432737950944,2023-04-23,Clothing
479,52,114.41407841127773,2023-04-24,Electronics
480,52,83.83806925482816,2023-04-25,Electronics
481,52,65.58501768094814,2023-04-26,Electronics
482,52,91.46860961923696,2023-04-27,Entertainment
483,52,109.62958388144783,2023-04-28,Grocery
484,53,59.78226696450613,2023-04-29,Clothing
485,53,119.92097396015959,2023-04-30,Dining
486,53,99.17896318799762,2023-05-01,Dining
487,53,121.8517503536923,2023-05-02,Dining
488,53,90.5462417000548,2023-05-03,Dining
489,53,188.72025689421116,2023-05-04,Dining
490,53,108.68722887587408,2023-05-05,Electronics
491,53,127.95136809382447,2023-05-06,Grocery
492,53,119.70592435355516,2023-05-07,Clothing
493,54,86.05936796521016,2023-05-08,Electronics
494,54,104.3832376672723,2023-05-09,Clothing
495,54,70.47907047771123,2023-05-10,Dining
496,54,182.6023694214091,2023-05-11,Grocery
497,54,114.02939824643292,2023-05-12,Entertainment
498,54,63.7545238592284,2023-05-13,Electronics
499,54,164.09386401559615,2023-05-14,Electronics
500,54,88.06394013465751,2023-05-15,Dining
501,54,135.89230091527486,2023-05-16,Electronics
502,54,40.76090889753249,2023-05-17,Entertainment
503,54,150.85247286579954,2023-05-18,Entertainment
504,54,111.95932240746512,2023-05-19,Electronics
505,54,61.35319461985012,2023-05-20,Grocery
506,54,111.0960385924394,2023-05-21,Electronics
507,55,174.43663558850443,2023-05-22,Dining
508,55,71.4569437530666,2023-05-23,Electronics
509,56,71.01359082723502,2023-05-24,Clothing
510,56,85.46862807461108,2023-05-25,Clothing
511,56,96.20393146473069,2023-05-26,Clothing
512,56,139.82041539119527,2023-05-27,Entertainment
513,56,114.70846752006977,2023-05-28,Electronics
514,56,85.43508922251644,2023-05-29,Dining
515,56,106.37702316497011,2023-05-30,Clothing
516,56,187.03325880033327,2023-05-31,Electronics
517,56,123.43191586448808,2023-06-01,Clothing
518,56,89.58441327288807,2023-06-02,Grocery
519,56,84.30169815321365,2023-06-03,Grocery
520,56,103.60213041955367,2023-06-04,Entertainment
521,56,139.06651207236246,2023-06-05,Entertainment
522,57,66.82242214835402,2023-06-06,Dining
523,57,130.76343876054926,2023-06-07,Clothing
524,57,88.7774871039382,2023-06-08,Electronics
525,57,94.70414828991635,2023-06-09,Entertainment
526,57,251.28469058569743,2023-06-10,Grocery
527,57,124.98750419718485,2023-06-11,Dining
528,57,73.91168440019999,2023-06-12,Dining
529,57,111.8167246962268,2023-06-13,Entertainment
530,57,142.12133000270822,2023-06-14,Electronics
531,58,125.5881787109034,2023-06-15,Electronics
532,58,30.931551310098758,2023-06-16,Dining
533,58,17.49273988376824,2023-06-17,Dining
534,58,92.96016841917196,2023-06-18,Dining
535,58,113.9660656861006,2023-06-19,Clothing
536,58,109.95432910687182,2023-06-20,Electronics
537,58,76.65281678873362,2023-06-21,Entertainment
538,58,126.53000760626065,2023-06-22,Clothing
539,58,151.13737053542738,2023-06-23,Entertainment
540,58,41.989689085917455,2023-06-24,Dining
541,58,40.03998060790964,2023-06-25,Entertainment
542,58,111.38355818335667,2023-06-26,Electronics
543,58,131.09624275668207,2023-06-27,Grocery
544,58,71.59686339180598,2023-06-28,Clothing
545,58,31.895369469149223,2023-06-29,Electronics
546,58,93.6527644064118,2023-06-30,Electronics
547,58,110.67832065951035,2023-07-01,Grocery
548,58,82.37189700858407,2023-07-02,Electronics
549,59,143.66484177787737,2023-07-03,Entertainment
550,59,107.73842890631903,2023-07-04,Dining
551,59,68.08603548527861,2023-07-05,Clothing
552,59,71.3413120934116,2023-07-06,Dining
553,59,94.55943508251926,2023-07-07,Clothing
554,60,79.86167828766051,2023-07-08,Grocery
555,60,38.755735242581444,2023-07-09,Dining
556,60,103.69898253808317,2023-07-10,Dining
557,60,72.20327556484733,2023-07-11,Entertainment
558,60,77.86941830958138,2023-07-12,Entertainment
559,60,56.64752843893191,2023-07-13,Grocery
560,60,176.4445300418995,2023-07-14,Grocery
561,60,121.76879775360848,2023-07-15,Clothing
562,60,195.49787359632444,2023-07-16,Clothing
563,60,82.18591185927235,2023-07-17,Clothing
564,60,124.79403929779573,2023-07-18,Clothing
565,60,104.49705761007661,2023-07-19,Entertainment
566,60,69.31718552131814,2023-07-20,Grocery
567,60,81.80664303181376,2023-07-21,Entertainment
568,60,121.67024377890611,2023-07-22,Dining
569,61,56.60883756525524,2023-07-23,Electronics
570,61,144.28674461107522,2023-07-24,Grocery
571,61,100.72404288455706,2023-07-25,Dining
572,61,136.03684291248587,2023-07-26,Dining
573,62,110.87053864663098,2023-07-27,Electronics
574,62,42.15532570013981,2023-07-28,Clothing
575,62,92.99195655089042,2023-07-29,Electronics
576,62,145.65198701676331,2023-07-30,Grocery
577,62,100.06930884729407,2023-07-31,Electronics
578,62,94.05891886670473,2023-08-01,Dining
579,62,100.02616291039926,2023-08-02,Entertainment
580,62,37.22137801846607,2023-08-03,Entertainment
581,62,152.20016163701277,2023-08-04,Electronics
