Transaction_ID,Account_ID,Transaction_Date,Transaction_Amount,Merchant_ID,Merchant_Category,Transaction_Type,Is_Fraud
50,31,2018-05-19 17:00:00,100.15531256886312,906,automotive,POS,0
51,127,2015-02-06 01:00:00,328.95768787916404,409,supermarket,ATM,0
52,247,2014-02-22 02:00:00,819.3140982266849,701,automotive,POS,0
53,78,2013-11-05 10:00:00,488.1618449037259,902,online shopping,Online,0
54,67,2014-11-03 01:00:00,221.83394675025227,558,health,ATM,0
55,422,2022-07-12 20:00:00,859.5051812828899,196,health,ATM,0
56,20,2014-02-16 20:00:00,153.03950101032737,230,online shopping,Online,0
57,444,2017-11-16 13:00:00,460.27180419385485,710,fashion,Online,0
58,74,2021-10-25 05:00:00,438.0782295029974,598,health,Online,0
59,7,2010-04-01 07:00:00,569.7163374822836,576,online shopping,ATM,0
60,145,2020-04-16 23:00:00,116.23317858565618,711,fashion,Online,0
61,309,2012-08-25 20:00:00,555.747704536156,550,health,Online,0
62,410,2021-04-19 09:00:00,659.3140436457743,623,electronics,Online,0
63,16,2018-06-10 13:00:00,286.2852429417916,368,supermarket,ATM,0
64,80,2022-01-11 21:00:00,207.8349341951231,657,automotive,POS,0
65,368,2021-05-21 04:00:00,542.5254938276375,732,supermarket,POS,0
66,112,2022-12-02 12:00:00,87.18639737282618,966,automotive,ATM,0
67,79,2014-03-19 08:00:00,152.1585022982769,149,automotive,Online,0
68,319,2012-11-03 01:00:00,914.7558145270716,888,fashion,Online,0
69,222,2022-11-12 05:00:00,145.17844287209826,799,online shopping,POS,0
70,470,2017-09-30 22:00:00,965.9445996956639,835,supermarket,ATM,0
71,87,2012-11-22 04:00:00,355.7265603438775,159,automotive,POS,0
72,363,2013-08-29 10:00:00,818.7004010261742,449,fashion,POS,0
73,223,2021-11-11 16:00:00,833.2564856092336,291,automotive,ATM,0
74,124,2012-07-08 18:00:00,620.6635158689985,818,online shopping,POS,0
75,49,2020-08-04 23:00:00,738.3442185000074,612,supermarket,Online,0
76,473,2020-05-17 03:00:00,973.9369736445052,801,automotive,POS,0
77,379,2022-08-21 09:00:00,36.86801460133449,492,fashion,Online,0
78,125,2017-06-16 12:00:00,802.8909334939528,392,electronics,POS,0
79,10,2013-02-15 19:00:00,38.36356981830258,706,supermarket,Online,0
80,421,2013-10-23 03:00:00,581.853303013452,935,supermarket,POS,0
81,53,2016-08-01 06:00:00,935.8078453112964,628,health,Online,0
82,153,2020-07-22 04:00:00,187.54633193720193,256,automotive,ATM,0
83,265,2017-09-28 12:00:00,567.9301248857573,943,electronics,Online,0
84,413,2013-02-11 11:00:00,422.4216208913707,843,health,Online,0
85,398,2010-06-12 12:00:00,939.0006477580639,636,electronics,ATM,0
86,415,2011-01-02 09:00:00,293.18195661083155,516,online shopping,Online,0
87,282,2016-03-10 07:00:00,572.3302436015216,860,online shopping,POS,0
88,40,2015-08-26 17:00:00,825.4349776123994,488,supermarket,ATM,0
89,406,2020-05-16 19:00:00,204.87445342904553,723,supermarket,POS,0
90,426,2010-10-31 14:00:00,427.6284766913803,793,fashion,ATM,0
91,319,2021-03-11 09:00:00,296.3234152201375,764,fashion,POS,0
92,390,2014-04-19 11:00:00,66.62306463841949,573,supermarket,ATM,0
93,27,2021-11-11 05:00:00,230.26127608339908,177,supermarket,POS,0
94,115,2011-10-18 21:00:00,106.04248825680429,578,health,Online,0
95,50,2010-10-20 21:00:00,777.1883887135012,976,supermarket,POS,0
96,349,2015-07-21 06:00:00,209.62778404630478,515,online shopping,ATM,0
97,468,2016-03-09 14:00:00,822.1965922859878,976,supermarket,ATM,0
98,482,2013-07-23 18:00:00,977.2342658553052,582,electronics,ATM,0
99,417,2018-02-05 12:00:00,374.1946493570845,713,fashion,POS,0
100,425,2018-08-31 06:00:00,703.1530987442892,626,fashion,Online,0
101,424,2022-10-07 08:00:00,56.734785084394886,660,supermarket,Online,0
102,288,2018-10-09 01:00:00,584.9566282739361,890,online shopping,POS,0
103,475,2019-09-24 08:00:00,305.75306313230334,711,automotive,POS,0
104,378,2017-05-24 07:00:00,977.7482410449522,483,online shopping,POS,0
105,19,2016-11-12 17:00:00,304.7454676851372,795,electronics,ATM,0
106,381,2020-07-22 11:00:00,576.082482573073,660,health,ATM,0
107,190,2021-07-16 19:00:00,280.17985730266,371,fashion,ATM,0
108,246,2019-04-06 17:00:00,624.3720990818676,561,automotive,POS,0
109,177,2015-08-17 05:00:00,888.5191143327036,332,online shopping,Online,0
110,54,2018-09-17 05:00:00,570.3410248321605,876,supermarket,ATM,0
111,230,2011-05-31 11:00:00,783.51207208337,555,electronics,POS,0
112,353,2013-02-24 16:00:00,770.4323938264239,221,supermarket,Online,0
113,384,2020-06-02 11:00:00,345.17557712625756,968,health,POS,0
114,110,2020-03-04 13:00:00,640.1155457328821,676,fashion,ATM,0
115,134,2016-09-26 17:00:00,107.3189762591391,88,fashion,Online,0
116,223,2018-05-05 07:00:00,761.141535218465,0,supermarket,POS,0
117,301,2020-05-01 05:00:00,983.9916832629357,913,online shopping,ATM,0
118,189,2017-07-10 01:00:00,210.75692848915074,867,fashion,Online,0
119,284,2019-01-14 10:00:00,300.2515653635518,266,fashion,Online,0
120,305,2020-03-12 22:00:00,744.2094925346828,221,supermarket,Online,0
121,486,2016-09-16 16:00:00,257.4390132181907,557,online shopping,ATM,0
122,83,2021-03-12 00:00:00,506.51321506215766,328,online shopping,Online,0
123,367,2015-05-04 17:00:00,278.34783683894517,504,automotive,POS,0
124,320,2019-08-19 22:00:00,31.344311089284595,311,health,ATM,0
125,286,2019-09-27 19:00:00,62.53235843316796,965,health,POS,0
126,441,2020-08-01 18:00:00,893.5763094443762,729,online shopping,Online,0
127,11,2012-07-10 13:00:00,279.2730566856343,588,online shopping,ATM,0
128,113,2020-03-31 03:00:00,900.9932513772682,105,supermarket,Online,0
129,93,2011-06-21 11:00:00,379.950343207759,392,online shopping,ATM,0
130,401,2018-07-06 00:00:00,709.2172930129988,554,automotive,ATM,0
131,14,2021-05-07 06:00:00,123.08500653107868,943,online shopping,ATM,0
132,130,2014-07-13 05:00:00,806.4869015652574,219,fashion,Online,0
133,30,2016-11-22 00:00:00,122.46881346883487,588,automotive,Online,0
134,114,2014-03-01 07:00:00,602.8694787669154,383,automotive,Online,0
135,390,2019-05-26 16:00:00,832.6209194005988,847,fashion,Online,0
136,443,2020-06-07 17:00:00,991.7264800645464,96,supermarket,ATM,0
137,477,2010-12-14 10:00:00,206.76694196461776,17,online shopping,POS,0
138,62,2018-06-25 21:00:00,557.5832618984466,241,electronics,Online,0
139,221,2010-07-28 00:00:00,317.82416997270656,702,supermarket,ATM,0
140,15,2010-11-30 22:00:00,46.254259780252994,228,supermarket,ATM,0
141,456,2010-10-05 07:00:00,168.84900203346132,21,health,Online,0
142,170,2022-04-29 13:00:00,425.3113395008704,968,online shopping,ATM,0
143,455,2018-07-25 21:00:00,344.58875143510437,774,health,ATM,0
144,266,2020-01-03 13:00:00,981.4111067372133,1000,supermarket,Online,0
145,35,2014-10-26 17:00:00,773.6877820646345,595,online shopping,ATM,0
146,6,2016-04-07 01:00:00,375.67958501859044,938,electronics,POS,0
147,7,2014-06-17 21:00:00,857.3885577703873,115,automotive,Online,0
148,202,2018-08-22 09:00:00,895.4949087782975,320,health,POS,0
149,155,2018-12-01 13:00:00,609.3836526280264,51,online shopping,Online,0
150,93,2020-03-18 15:00:00,577.5285560544794,105,electronics,ATM,0
151,277,2010-02-21 11:00:00,490.6220249735511,977,online shopping,ATM,0
152,279,2016-03-27 18:00:00,307.40402502227624,841,health,ATM,0
153,186,2022-02-24 18:00:00,465.77351901810107,781,health,Online,0
154,243,2011-09-09 12:00:00,207.50535283295423,390,fashion,Online,0
155,200,2016-12-27 22:00:00,585.5041274065532,17,automotive,POS,0
156,475,2019-01-07 18:00:00,938.3540964826145,776,electronics,POS,0
157,153,2018-12-27 12:00:00,461.4950074459553,529,online shopping,Online,0
158,124,2022-04-05 12:00:00,759.9982807522305,630,fashion,ATM,0
159,386,2017-11-16 05:00:00,886.9051415286447,576,electronics,Online,0
160,360,2010-03-02 13:00:00,843.2803982849758,503,fashion,ATM,0
161,121,2019-05-04 16:00:00,310.0360112393643,522,electronics,ATM,0
162,48,2012-11-05 09:00:00,152.07553275962815,840,electronics,Online,0
163,463,2012-01-15 17:00:00,190.16250500236544,359,electronics,POS,0
164,113,2020-11-02 18:00:00,280.8614190243508,342,health,ATM,0
165,426,2012-11-07 05:00:00,499.73576891639516,532,automotive,ATM,0
166,497,2021-08-25 20:00:00,823.3609914337028,165,fashion,ATM,0
167,263,2014-12-22 02:00:00,689.7535302970936,629,automotive,ATM,0
168,333,2016-06-09 17:00:00,325.0705888819558,687,automotive,Online,0
169,2,2019-07-28 12:00:00,1.9492181339632042,528,online shopping,ATM,0
170,20,2016-06-02 12:00:00,808.9733172382372,952,health,POS,0
171,261,2011-01-17 12:00:00,264.6463716976182,370,health,ATM,0
172,488,2015-01-27 14:00:00,678.8078002614327,691,online shopping,ATM,0
173,151,2017-07-15 11:00:00,673.6303287231572,326,automotive,Online,0
174,0,2010-08-18 11:00:00,415.5044704134567,207,health,POS,0
175,371,2012-11-23 06:00:00,843.2678288676584,859,automotive,Online,0
176,53,2020-12-18 16:00:00,553.8566560484467,744,electronics,Online,0
177,199,2012-06-30 17:00:00,161.72142805159805,58,automotive,POS,0
178,411,2022-05-31 07:00:00,81.79761642891303,370,online shopping,ATM,0
179,34,2019-07-10 21:00:00,911.9730357567247,470,online shopping,POS,0
180,357,2010-01-24 17:00:00,789.2407955034955,94,supermarket,ATM,0
181,126,2015-10-02 13:00:00,805.22305030009,897,supermarket,POS,0
182,70,2013-04-13 16:00:00,562.254069303666,707,fashion,ATM,0
183,370,2022-04-29 02:00:00,346.0943871948022,279,health,Online,0
184,275,2017-11-18 21:00:00,29.413686633048,301,online shopping,POS,0
185,133,2016-03-20 08:00:00,279.7046013380606,423,health,ATM,0
186,156,2021-03-27 22:00:00,136.7492075622888,320,fashion,POS,0
187,311,2013-07-13 10:00:00,927.593662085413,550,supermarket,POS,0
188,444,2014-06-22 00:00:00,240.14774759386748,531,fashion,Online,0
189,232,2012-07-13 21:00:00,987.2722940329417,885,supermarket,ATM,0
190,319,2014-02-16 15:00:00,659.1007908903795,642,electronics,Online,0
191,8,2012-12-28 12:00:00,156.17155402250148,980,automotive,Online,0
192,162,2011-10-17 07:00:00,692.1455159874921,385,fashion,ATM,0
193,438,2012-11-29 05:00:00,482.4794720547458,36,electronics,ATM,0
194,244,2012-04-29 17:00:00,435.740530394979,620,fashion,ATM,0
195,34,2010-08-27 07:00:00,401.73511848308743,724,supermarket,POS,0
196,224,2016-01-14 19:00:00,601.1422785164522,79,automotive,ATM,0
197,216,2010-01-07 22:00:00,845.7963419794412,514,electronics,POS,0
198,75,2015-01-21 22:00:00,289.64280424141566,288,health,POS,0
199,371,2015-06-24 05:00:00,279.51998390874456,251,fashion,POS,0
200,357,2017-09-18 21:00:00,553.220993473845,434,health,ATM,0
201,58,2018-10-05 15:00:00,160.47879367499274,796,online shopping,POS,0
202,404,2020-08-15 05:00:00,716.2218128741466,397,health,Online,0
203,454,2017-07-18 15:00:00,667.6388896797869,691,supermarket,ATM,0
204,479,2015-06-14 01:00:00,950.5237831102448,491,supermarket,Online,0
205,240,2014-10-14 14:00:00,733.7927619901415,622,supermarket,Online,0
206,267,2014-04-20 11:00:00,391.0088612947255,13,supermarket,Online,0
207,142,2016-09-18 04:00:00,71.56053390376283,675,online shopping,ATM,0
208,218,2020-12-11 11:00:00,981.6210133615097,687,fashion,POS,0
209,323,2017-05-08 08:00:00,938.0431288426835,567,fashion,POS,0
210,486,2021-09-12 01:00:00,341.07420913871266,14,online shopping,POS,0
211,22,2014-06-16 18:00:00,732.3190444150233,568,fashion,POS,0
212,321,2012-08-09 22:00:00,701.2521290304016,496,online shopping,POS,0
213,85,2012-12-09 01:00:00,752.42920669031,858,electronics,POS,0
214,203,2015-05-28 09:00:00,470.37839051093,172,electronics,POS,0
215,472,2015-08-16 05:00:00,355.1189886103758,845,supermarket,ATM,0
216,392,2019-07-17 02:00:00,296.9262185106827,323,online shopping,ATM,0
217,404,2016-01-02 18:00:00,254.93860825553517,307,online shopping,ATM,0
218,215,2020-03-23 05:00:00,491.6123771061729,389,health,POS,0
219,338,2016-03-02 12:00:00,529.7264646212597,709,health,POS,0
220,330,2016-02-11 04:00:00,269.30591261996204,692,electronics,POS,0
221,234,2021-08-29 19:00:00,727.5553783311605,14,supermarket,ATM,0
222,194,2010-05-30 12:00:00,783.153778353361,949,electronics,POS,0
223,94,2016-11-30 22:00:00,745.1625401555519,531,automotive,POS,0
224,463,2020-01-17 06:00:00,145.20775526652906,302,supermarket,Online,0
225,105,2022-07-03 11:00:00,443.63114564565575,550,online shopping,Online,0
226,136,2022-01-13 22:00:00,487.3461730579054,500,electronics,ATM,0
227,418,2020-07-23 00:00:00,222.55830587196556,644,health,Online,0
228,40,2011-06-19 09:00:00,147.04534099006338,425,electronics,Online,0
229,304,2013-11-28 09:00:00,809.611614018624,260,supermarket,ATM,0
230,90,2015-03-19 02:00:00,635.6234087749281,447,automotive,ATM,0
231,293,2022-09-23 06:00:00,193.00543144114312,628,health,ATM,0
232,21,2018-07-21 14:00:00,537.0851574558734,639,online shopping,Online,0
233,75,2013-04-11 08:00:00,859.1662255819408,956,electronics,POS,0
234,374,2019-10-20 23:00:00,141.99310278591292,664,automotive,ATM,0
235,420,2021-12-14 05:00:00,669.2019257552518,167,electronics,Online,0
236,152,2016-08-05 04:00:00,318.02040904222054,687,supermarket,Online,0
237,256,2015-07-14 00:00:00,993.6018789282363,665,electronics,Online,0
238,407,2021-08-18 21:00:00,292.1655012262124,240,fashion,POS,0
239,303,2021-03-31 01:00:00,105.50012411961308,304,automotive,Online,0
240,112,2020-02-12 16:00:00,224.27585133655126,391,fashion,ATM,0
241,166,2019-03-03 15:00:00,485.78392692515604,858,supermarket,Online,0
242,356,2022-06-19 01:00:00,194.2216801551022,667,health,POS,0
243,34,2011-09-26 02:00:00,976.5742995557242,493,electronics,POS,0
244,292,2013-02-15 08:00:00,596.4957044935863,148,automotive,ATM,0
245,238,2011-12-22 10:00:00,146.51869662543604,827,fashion,Online,0
246,334,2020-02-09 07:00:00,882.750933433577,654,fashion,ATM,0
247,472,2020-12-21 23:00:00,402.27651511252606,59,supermarket,ATM,0
248,304,2013-02-05 16:00:00,418.500651087947,913,electronics,POS,0
249,189,2017-09-28 20:00:00,73.2926177024884,239,online shopping,Online,0
250,156,2010-04-10 13:00:00,502.4355198206987,867,electronics,ATM,0
251,152,2021-04-15 09:00:00,381.14374636805456,916,health,ATM,0
252,459,2012-07-08 20:00:00,334.5848012994054,197,electronics,Online,0
253,209,2022-07-04 14:00:00,394.23959545721044,305,electronics,POS,0
254,478,2019-04-17 15:00:00,955.6676855691248,231,supermarket,POS,0
255,116,2012-07-21 03:00:00,240.2040701661079,764,online shopping,ATM,0
256,493,2011-09-03 04:00:00,583.1591611040742,634,health,POS,0
257,227,2013-11-22 15:00:00,128.85559234817157,916,health,ATM,0
258,294,2017-11-07 04:00:00,369.49721627427033,289,supermarket,POS,0
259,477,2022-10-31 17:00:00,963.6633279241518,86,electronics,ATM,0
260,174,2020-07-12 21:00:00,113.54408981728214,574,supermarket,ATM,0
261,89,2016-02-14 12:00:00,869.6657217624825,663,automotive,POS,0
262,272,2018-12-29 07:00:00,704.5983235814027,577,supermarket,POS,0
263,112,2015-09-15 01:00:00,334.84354090676493,932,fashion,ATM,0
264,87,2022-12-27 20:00:00,822.3502417674067,365,health,Online,0
265,357,2014-11-09 05:00:00,516.9380792445276,633,online shopping,POS,0
266,141,2020-01-11 23:00:00,449.990655251577,774,electronics,ATM,0
267,26,2012-05-31 18:00:00,753.8079230950616,96,electronics,POS,0
268,169,2019-09-14 03:00:00,120.53427290851381,461,health,POS,0
269,359,2012-05-22 21:00:00,205.30005213437065,998,online shopping,Online,0
270,235,2016-02-28 05:00:00,12.157933797262267,291,automotive,POS,0
271,42,2021-11-22 18:00:00,658.2972735216679,849,fashion,Online,0
272,223,2013-01-08 13:00:00,622.6411113321428,739,fashion,Online,0
273,3,2015-10-08 16:00:00,948.7661745679308,83,automotive,POS,0
274,57,2015-05-05 03:00:00,99.16281627947676,928,electronics,POS,0
275,491,2019-01-11 03:00:00,570.3616046117718,683,online shopping,ATM,0
276,249,2021-08-12 21:00:00,246.0396323553915,427,automotive,Online,0
277,332,2013-03-13 19:00:00,324.1791145366413,287,supermarket,Online,0
278,322,2022-05-06 10:00:00,473.8368883922857,763,supermarket,Online,0
279,217,2021-08-26 17:00:00,548.0425932662785,460,supermarket,ATM,0
280,252,2018-03-04 14:00:00,349.9882184169891,662,fashion,POS,0
281,341,2015-11-07 23:00:00,342.9593154380974,290,supermarket,POS,0
282,0,2014-03-15 18:00:00,337.39140519705325,155,supermarket,Online,0
283,436,2022-06-03 23:00:00,636.0658034955576,153,health,POS,0
284,137,2017-06-09 12:00:00,66.26396604724228,394,online shopping,Online,0
285,218,2022-09-25 08:00:00,977.344227332166,892,fashion,POS,0
286,238,2018-09-26 03:00:00,10.021932073986495,538,automotive,Online,0
287,199,2010-07-04 22:00:00,946.5538656682327,469,automotive,Online,0
288,444,2017-08-25 08:00:00,472.2438282012148,999,electronics,POS,0
289,397,2022-01-20 17:00:00,141.81670393126856,108,health,POS,0
290,490,2022-04-02 20:00:00,117.68482143605719,669,electronics,POS,0
291,117,2022-11-05 06:00:00,430.89501367307736,604,automotive,ATM,0
292,223,2011-10-03 23:00:00,991.2854021998049,844,health,ATM,0
293,327,2016-08-22 21:00:00,769.7062180226666,356,supermarket,ATM,0
294,458,2022-07-20 02:00:00,226.71590339178326,211,fashion,ATM,0
295,408,2018-06-28 09:00:00,982.3915708092028,1000,automotive,POS,0
296,434,2012-05-19 15:00:00,769.6936417026967,794,fashion,ATM,0
297,380,2022-11-02 12:00:00,587.8693829973362,424,health,POS,0
298,300,2016-05-09 04:00:00,53.84214445484636,847,electronics,POS,0
299,490,2013-11-09 16:00:00,589.0323994078365,393,automotive,Online,0
300,82,2013-09-19 11:00:00,379.10734917013355,995,fashion,ATM,0
301,259,2015-09-19 10:00:00,636.8380273250481,30,online shopping,ATM,0
302,214,2011-11-21 13:00:00,169.29884581183808,523,fashion,POS,0
303,456,2021-11-08 11:00:00,325.12973175794457,7,online shopping,Online,0
304,127,2012-07-19 17:00:00,819.7175242204532,523,health,Online,0
305,240,2020-07-16 01:00:00,867.5954513566982,598,online shopping,ATM,0
306,328,2019-08-06 17:00:00,315.8051937850892,760,supermarket,POS,0
307,99,2010-02-08 09:00:00,43.323451322690886,806,health,ATM,0
308,100,2021-12-16 20:00:00,807.9907901528982,623,electronics,POS,0
309,299,2011-12-22 11:00:00,548.9025991117982,339,automotive,ATM,0
310,430,2020-03-04 23:00:00,820.171458889609,58,fashion,Online,0
311,314,2011-09-28 12:00:00,598.0721598921946,164,health,ATM,0
312,495,2018-10-02 18:00:00,774.1919690769794,856,electronics,ATM,0
313,271,2012-12-03 18:00:00,331.1137929308984,661,automotive,Online,0
314,378,2022-12-28 10:00:00,379.55074195232186,459,online shopping,ATM,0
315,255,2010-10-01 04:00:00,59.20820628779266,449,health,ATM,0
316,372,2019-12-26 10:00:00,31.811624433929374,210,electronics,POS,0
317,462,2016-12-02 00:00:00,400.0954723736169,71,health,POS,0
318,123,2019-12-30 00:00:00,513.5660493971076,21,supermarket,POS,0
319,163,2011-09-19 09:00:00,100.72701949476826,653,fashion,Online,0
320,401,2012-04-02 10:00:00,248.15545030374352,888,electronics,Online,0
321,113,2015-01-11 18:00:00,397.9986397512497,974,automotive,ATM,0
322,284,2020-12-05 17:00:00,87.16873653561719,437,supermarket,Online,0
323,177,2012-04-16 09:00:00,261.00517117124855,856,online shopping,POS,0
324,446,2011-03-07 22:00:00,511.9736278524775,397,fashion,ATM,0
325,238,2013-09-07 21:00:00,900.997069128633,379,health,POS,0
326,63,2012-08-02 03:00:00,955.0070441112005,259,electronics,POS,0
327,37,2022-05-30 01:00:00,331.9234197273561,451,fashion,ATM,0
328,363,2020-01-20 23:00:00,835.2986761646162,137,health,ATM,0
329,61,2022-10-30 22:00:00,294.4448178267883,151,supermarket,Online,0
330,459,2016-12-28 22:00:00,614.8239503833374,9,automotive,POS,0
331,193,2015-05-02 03:00:00,818.4482766480545,520,health,POS,0
332,265,2014-05-19 02:00:00,254.3098459255575,396,online shopping,ATM,0
333,363,2013-02-05 03:00:00,216.30110139886116,614,electronics,Online,0
334,333,2012-04-14 14:00:00,240.26765767441282,821,supermarket,POS,0
335,374,2015-08-08 13:00:00,358.9146203459559,191,electronics,ATM,0
336,36,2019-06-03 10:00:00,707.0962953720027,270,fashion,Online,0
337,210,2013-07-22 13:00:00,742.7846456569683,188,automotive,ATM,0
338,431,2013-08-21 02:00:00,653.8813563733759,310,health,ATM,0
339,423,2020-09-20 01:00:00,434.28902367982226,886,automotive,Online,0
340,478,2010-07-20 08:00:00,400.92392130731724,563,electronics,Online,0
341,232,2013-06-21 18:00:00,962.5303576553248,645,automotive,ATM,0
342,289,2010-03-29 07:00:00,482.3699564858984,627,fashion,Online,0
343,234,2022-08-21 22:00:00,434.57819187269484,919,online shopping,Online,0
344,406,2013-06-10 22:00:00,875.6477451419738,833,online shopping,ATM,0
345,125,2021-11-11 12:00:00,543.1021291396032,500,fashion,ATM,0
346,274,2021-06-10 03:00:00,958.9074210437946,453,supermarket,POS,0
347,32,2012-01-21 08:00:00,865.6274710723501,103,fashion,POS,0
348,399,2014-03-27 07:00:00,9.651165269199069,800,supermarket,Online,0
349,148,2015-06-07 18:00:00,223.38293433064294,879,supermarket,ATM,0
350,14,2020-06-10 04:00:00,35.37203361344121,304,fashion,ATM,0
351,283,2019-07-04 22:00:00,961.4615128182223,320,health,Online,0
352,162,2019-06-12 21:00:00,997.6803193769305,645,automotive,Online,0
353,472,2015-01-17 11:00:00,603.1170329509482,85,electronics,POS,0
354,455,2013-03-15 02:00:00,736.3438176672454,229,automotive,Online,0
355,246,2015-12-05 02:00:00,502.8367900378413,700,electronics,ATM,0
356,169,2012-12-12 18:00:00,147.8176358183808,809,supermarket,POS,0
357,335,2019-08-23 12:00:00,632.9156110398133,318,health,POS,0
358,314,2020-09-24 20:00:00,108.6368667310299,570,online shopping,ATM,0
359,185,2018-09-20 09:00:00,577.4540136804203,609,supermarket,POS,0
360,408,2013-06-25 17:00:00,527.5443325230689,792,health,ATM,0
361,80,2018-01-27 22:00:00,637.816040340495,709,health,POS,0
362,120,2020-07-27 11:00:00,6.920139078411713,778,electronics,ATM,0
363,117,2015-05-01 21:00:00,889.9325496475379,909,automotive,POS,0
364,323,2018-11-12 10:00:00,193.35215308409659,471,automotive,Online,0
365,240,2011-01-01 20:00:00,299.4807705429473,770,fashion,Online,0
366,152,2022-01-22 13:00:00,227.43691018299106,180,health,Online,0
367,484,2022-12-19 10:00:00,806.8755175877168,733,health,Online,0
368,344,2020-09-13 04:00:00,607.2365043605457,227,online shopping,Online,0
369,329,2010-03-25 08:00:00,442.12236692527165,797,online shopping,POS,0
370,254,2017-05-08 00:00:00,214.7182962048515,750,health,POS,0
371,352,2017-04-24 06:00:00,270.1416767440343,135,online shopping,POS,0
372,188,2022-03-26 05:00:00,222.62704878619942,756,automotive,Online,0
373,300,2019-08-08 19:00:00,384.48445874624514,438,automotive,POS,0
374,287,2021-09-29 19:00:00,791.7656054704822,632,supermarket,Online,0
375,78,2010-04-20 18:00:00,217.96113988874055,922,health,ATM,0
376,263,2020-04-03 15:00:00,528.404099263799,494,health,ATM,0
377,263,2014-04-12 09:00:00,474.6942075937951,605,electronics,POS,0
378,167,2012-01-10 17:00:00,501.08700703736844,958,online shopping,Online,0
379,135,2020-04-27 05:00:00,966.6584413054488,155,online shopping,POS,0
380,199,2015-01-27 20:00:00,0.7821128229759111,946,automotive,Online,0
381,51,2019-07-11 05:00:00,987.199264901888,806,supermarket,ATM,0
